bug type,species,sym_index,Median_R,Median_G,Median_B,Std_R,Std_G,Std_B,Area,Orthogonal_Lines,Mean_Intensity,Bug_to_Total_Ratio,Min_R_bug,Min_G_bug,Min_B_bug,Max_R_bug,Max_G_bug,Max_B_bug,Mean_R_bug,Mean_G_bug,Mean_B_bug
Bumblebee,Bombus hortorum,82.235567,40.0,53.0,75.0,51.07557512997011,52.89373196276048,58.749182583375955,617148.0,1.0,1.7229369166666666,0.0257145,0.0,0.0,0.0,255.0,255.0,255.0,56.632629450310134,64.67220342608256,79.70279900445274
Bumblebee,Bombus hortorum,109.84968125,30.0,38.0,52.0,52.4957825982656,52.41067362773925,60.17033040059712,639700.0,1.000714492887884,1.5546557777777779,0.026654166666666666,0.0,0.0,0.0,255.0,255.0,255.0,50.024087853681415,56.02605127403471,68.93065812099421
Bumblebee,Bombus hortorum,102.10292208333334,45.0,59.0,83.0,50.06910933358911,52.09645095994196,59.19534254201034,677404.0,1.0,1.941562013888889,0.028225166666666666,0.0,1.0,0.0,255.0,255.0,255.0,58.255952134915056,66.790238912082,81.31879203547662
Bumblebee,Bombus hortorum,119.67037083333334,40.0,44.0,57.0,56.42238608007418,62.867982007322276,62.132442951013935,598252.0,1.000969532657256,1.719383111111111,0.024927166666666667,0.0,1.0,2.0,249.0,240.0,250.0,60.49168744943602,70.00845463115877,76.42868389909269
Bumblebee,Bombus hortorum,113.15126616666667,31.0,42.0,66.0,57.55921620404811,57.1101966572125,61.54059800914508,569060.0,1.0014027661555718,1.5429914583333333,0.023710833333333334,0.0,0.0,3.0,255.0,255.0,255.0,53.9687800934875,61.102969809861875,80.15438618071909
Bumblebee,Bombus hortorum,113.08624208333333,36.0,48.0,65.0,30.689199803656788,37.106123036344734,45.03107665558622,757428.0,1.0003488920959602,1.688837138888889,0.0315595,0.0,0.0,0.0,255.0,255.0,255.0,40.52337119831852,51.90527416467308,68.10974772519633
Bumblebee,Bombus hortorum,134.20883791666665,59.0,83.0,110.0,39.56756179279053,52.28753962568933,59.50034642826596,519336.0,1.0,1.8466270833333334,0.021639,0.0,0.0,6.0,255.0,255.0,255.0,64.08316581172882,83.63727914105704,108.29329181878398
Bumblebee,Bombus hortorum,188.13607083333332,41.0,47.0,70.0,43.66181756538157,39.866746256300544,45.57685407761688,367356.0,1.0014072989066067,0.9129360416666666,0.0153065,0.0,0.0,1.0,255.0,255.0,255.0,52.619431831792596,54.89458726684742,71.41703143544682
Bumblebee,Bombus hortorum,152.87807241666667,43.0,56.0,81.0,35.73944444556687,48.81402086754655,50.862524895429445,783592.0,1.0,2.1169235,0.03264966666666667,0.0,0.0,3.0,255.0,209.0,220.0,46.88347634993721,65.75769915976682,81.8713922551532
Bumblebee,Bombus hortorum,114.44776991666667,32.0,68.0,74.0,29.48510964227655,40.82381741222412,45.70299874991251,520536.0,1.001039841004995,1.264722763888889,0.021689,0.0,2.0,3.0,233.0,227.0,245.0,37.59503857562205,64.10663047320455,73.23347280495489
Bumblebee,Bombus hortorum,133.66504891666668,40.0,49.0,68.0,51.092897778103705,52.97788769433512,55.974491364228996,520520.0,1.0007731291080306,1.442517388888889,0.021688333333333334,0.0,1.0,2.0,255.0,255.0,255.0,57.728217935910244,64.80999577345732,76.99542957042956
Bumblebee,Bombus hortorum,89.13663533333333,45.0,47.0,63.0,54.86500518141998,51.99952187418627,59.90428842946361,1064620.0,1.0,2.8045844444444445,0.044359166666666665,0.0,0.0,0.0,255.0,255.0,255.0,57.842309932182374,57.91564783678683,73.91542804005185
Bumblebee,Bombus hortorum,116.94009758333333,15.0,17.0,28.0,50.8480503027337,53.53316347064749,58.171612166973546,691136.0,1.0006414380414668,1.3834751388888888,0.028797333333333335,0.0,0.0,0.0,255.0,255.0,255.0,40.955591952958606,46.62733239188814,56.54241422816928
Bumblebee,Bombus hortorum,132.19898141666667,23.0,29.0,40.0,41.18359986511335,43.60346811548867,50.24056610248855,444752.0,1.0010430730834503,0.9229755416666666,0.018531333333333334,0.0,0.0,1.0,255.0,255.0,255.0,41.47479719034428,48.01742094470627,59.9264219160341
Bumblebee,Bombus hortorum,148.48197416666667,15.0,19.0,27.0,36.44290499428313,35.567046477314726,46.34631385496132,349888.0,1.0000342907152027,0.5439402777777778,0.014578666666666667,0.0,0.0,0.0,255.0,255.0,255.0,28.610703996707517,35.063826138650086,48.25757385220413
Bumblebee,Bombus hortorum,102.47625225,14.0,18.0,29.0,29.63593811176032,36.92559199894685,41.989777820908735,695704.0,1.0,0.9815025416666666,0.028987666666666665,0.0,0.0,0.0,255.0,255.0,255.0,23.378694099789566,34.127051159688605,44.072200246081664
Bumblebee,Bombus hortorum,140.762559,35.0,57.0,75.0,37.77769459135331,49.201628088251006,55.04209463970271,850444.0,1.0005326612009682,2.2148164305555555,0.03543516666666666,0.0,0.0,0.0,255.0,255.0,255.0,44.20790551758846,63.969751094722284,79.33237697014737
Bumblebee,Bombus hortorum,114.33986075,19.0,19.0,30.0,46.87815091743346,45.5737495766198,50.030491788654494,894168.0,1.0,1.728359888888889,0.037257,0.0,0.0,0.0,255.0,244.0,255.0,43.70528468923066,43.72872882948171,51.736603188662535
Bumblebee,Bombus hortorum,123.18137558333333,62.0,76.0,95.0,58.26662468343374,59.95046411252723,59.26082927106624,372528.0,1.0002182584837997,1.3468811111111112,0.015522,0.0,4.0,6.0,255.0,255.0,255.0,76.41388029893055,85.03650732293949,98.86679658978655
Bumblebee,Bombus hortorum,114.5614775,40.0,52.0,73.0,42.85760249760158,54.78930735949965,69.91322839792508,681582.0,1.0006390564545724,2.0071024166666667,0.02839925,0.0,0.0,4.0,255.0,255.0,255.0,50.79877989735645,68.99127617806808,92.23340405116332
Bumblebee,Bombus hortorum,189.73831816666666,25.0,30.0,42.0,37.68652622822041,33.45577913416133,40.98332591861348,441795.0,1.0005238104385443,0.8059732083333333,0.018408125,0.0,0.0,1.0,255.0,255.0,255.0,38.695331545173666,40.38513111284646,52.270211297094804
Bumblebee,Bombus hortorum,151.77591891666665,36.0,51.0,75.0,43.06832012487236,48.472602453404775,56.6989710942618,651632.0,1.0932163332202425,1.8020340277777778,0.027151333333333333,0.0,0.0,0.0,255.0,255.0,255.0,50.8648547032681,63.56085643430648,84.68429266825447
Bumblebee,Bombus hortorum,167.419438,62.0,78.0,115.0,74.75051225712606,71.50702203229245,76.30952605902405,726684.0,1.0,2.9022473888888887,0.0302785,0.0,0.0,2.0,255.0,255.0,255.0,83.88364130763853,90.63322572122132,113.03840046017251
Bumblebee,Bombus hortorum,155.55502183333334,47.0,69.0,73.0,49.17821587129278,49.836506001504276,51.87415499564145,783753.0,1.0008632639238901,2.0947144583333333,0.032656375,0.0,0.0,0.0,255.0,255.0,255.0,54.12088629963777,66.42482261630896,71.88665306544281
Bumblebee,Bombus hortorum,100.40372058333334,23.0,45.0,52.0,47.53078171555613,47.56385767635292,54.53469785849681,933173.0,1.0,2.044372902777778,0.038882208333333335,0.0,0.0,0.0,255.0,255.0,255.0,38.30680913399766,54.26297588978678,65.16607852991889
Bumblebee,Bombus hortorum,135.0464675,27.0,37.0,58.0,61.008854499828935,59.091427277087305,67.66224332105226,980346.0,1.000995885693626,2.641691125,0.04084775,0.0,0.0,0.0,255.0,255.0,255.0,54.3738629014654,60.93383152478819,78.70723601667166
Bumblebee,Bombus hortorum,135.56714883333333,50.0,71.0,87.0,42.21195395714826,50.635282278985585,52.73402151693705,772088.0,1.0009616518003435,2.335538833333333,0.032170333333333336,0.0,0.0,0.0,255.0,255.0,255.0,56.55249142584783,73.98492140792241,87.26003512552973
Bumblebee,Bombus hortorum,131.15239675,18.0,22.0,38.0,52.067591526392484,48.54377006186455,53.23246474743619,1017515.0,1.0903399477762605,2.100299402777778,0.04239645833333333,0.0,0.0,0.0,255.0,255.0,255.0,45.92863888984438,46.40260831535653,56.28725669891844
Bumblebee,Bombus hortorum,135.39326016666666,51.0,63.0,91.0,38.58660178958974,45.545330603231555,50.60168665191033,726507.0,1.0,2.0789512222222224,0.030271125,0.0,0.0,1.0,255.0,255.0,255.0,53.573391584664705,66.3192550106193,86.14045150287609
Bumblebee,Bombus hortorum,114.41596166666666,31.0,42.0,61.0,46.40285332389358,45.47369334328391,56.05831992746419,484290.0,1.0009789958473678,1.2174610555555556,0.02017875,0.0,0.0,3.0,255.0,255.0,255.0,49.09832744842966,56.8750831113589,75.02804724441967
Bumblebee,Bombus hortorum,117.61980216666667,15.0,19.0,30.0,65.23681776862175,65.7074453464229,69.45838866922787,792990.0,1.0,1.9208686944444444,0.03304125,0.0,0.0,0.0,255.0,255.0,255.0,53.47284833352249,55.87843352375187,65.0551368869721
Bumblebee,Bombus hortorum,123.72438975,26.0,31.0,49.0,49.963818646807994,46.83268150104978,52.01132530648258,739989.0,1.0,1.6271073055555556,0.030832875,0.0,0.0,1.0,255.0,255.0,255.0,48.807368758184246,48.52503212885597,60.98309569466573
Bumblebee,Bombus hortorum,132.054565,51.0,68.0,82.0,59.83129348863311,59.88275906270995,59.668211515105384,933606.0,1.0000695404362077,3.1117916111111112,0.03890025,0.0,0.0,0.0,255.0,255.0,255.0,69.1552667827756,81.81622975859196,89.01089003284041
Bumblebee,Bombus hortorum,139.6841985,23.0,28.0,43.0,59.83738933528326,58.85337028204063,64.7327537601604,930752.0,1.0003881676770217,2.2801556805555556,0.038781333333333334,0.0,0.0,0.0,255.0,255.0,255.0,52.63846545588943,55.55770387815444,68.1893866464966
Bumblebee,Bombus hortorum,143.93285425,47.0,79.0,99.0,65.60661649898928,65.87671119161253,70.19371833292767,480672.0,1.0003211276098718,1.7027964444444443,0.020028,0.0,0.0,1.0,255.0,255.0,255.0,71.149415817855,84.23375607482858,99.67920744291325
Bumblebee,Bombus hortorum,61.77580275,28.0,30.0,47.0,45.0802650966938,43.03443691853708,48.69757788789245,856305.0,1.0,1.7679865694444445,0.035679375,0.0,0.0,1.0,255.0,255.0,255.0,44.946043757773225,44.63228288985817,59.077856604831226
Bumblebee,Bombus hortorum,97.498106,47.0,61.0,87.0,49.790337279541205,55.60669902766341,61.47705001293425,518676.0,1.0,1.5924132916666667,0.0216115,0.0,0.0,0.0,255.0,255.0,255.0,59.8059501499973,71.04232314585599,90.20255033971111
Bumblebee,Bombus hortorum,104.5913795,18.0,24.0,41.0,37.48206589846253,41.50961820889678,48.729104944143565,703755.0,1.0,1.2366837361111112,0.029323125,0.0,0.0,0.0,255.0,255.0,255.0,31.124634283237775,40.485532607228365,54.9128830345788
Bumblebee,Bombus pascuorum,149.921086,66.0,86.0,92.0,54.12170316462933,44.67399119695382,51.09277092241039,582561.0,1.0,2.265706277777778,0.024273375,0.0,4.0,7.0,255.0,226.0,255.0,81.02708729214623,93.3037930791797,105.6927600714775
Bumblebee,Bombus pascuorum,139.14252533333334,98.0,120.0,140.0,44.70080842468748,39.986865193748685,45.13782409308977,522813.0,1.0,2.559251361111111,0.021783875,6.0,10.0,16.0,255.0,231.0,246.0,98.21545370906998,118.74709504163056,135.48870628695155
Bumblebee,Bombus pascuorum,140.72957808333334,90.0,114.0,122.0,51.161445642097114,52.065381993515985,62.46572509706382,490549.0,1.0,2.2534491805555557,0.02043954166666667,0.0,1.0,6.0,255.0,254.0,255.0,91.94302913674271,113.74758077174758,125.05788004868015
Bumblebee,Bombus pascuorum,140.27610216666667,91.0,95.0,115.0,46.535009565456456,38.08876143284749,45.285692087744124,446100.0,1.0010589487181967,1.9512967916666666,0.0185875,0.0,0.0,15.0,255.0,222.0,255.0,95.05364716431293,98.07513337816633,121.80815960546963
Bumblebee,Bombus pascuorum,97.13178891666666,66.0,96.0,123.0,59.44869963126,48.10892268995218,62.121592867520775,204915.0,1.0,0.8756738194444444,0.008538125,0.0,0.0,3.0,255.0,255.0,255.0,85.38861479149891,93.23357001683625,129.0591220750067
Bumblebee,Bombus pascuorum,89.24914016666666,52.0,81.0,114.0,58.390947484977424,44.568034372971695,56.082989430776294,209526.0,1.0019872868888562,0.8368720972222222,0.00873025,0.0,0.0,3.0,255.0,255.0,255.0,74.39354065843857,87.34908794135335,125.83404923493981
Bumblebee,Bombus pascuorum,110.99489066666666,50.0,77.0,109.0,51.828886091852674,45.23395197638029,52.96459731722015,190685.0,1.0009147289716402,0.7060289166666667,0.007945208333333334,0.0,0.0,1.0,255.0,255.0,255.0,66.36265568870127,83.19411595038939,117.02991320764612
Bumblebee,Bombus pascuorum,99.70041841666666,55.0,95.0,105.0,42.55297867015702,49.907744452801275,57.263916984638875,649878.0,1.0,2.4981956666666667,0.02707825,0.0,0.0,7.0,247.0,234.0,255.0,63.80490645936622,96.80323537648604,116.16701904049683
Bumblebee,Bombus pascuorum,112.57703483333333,84.0,112.0,153.0,60.65703037711421,50.144036979105486,59.177862792836244,517734.0,1.0010053620063237,2.6750448472222224,0.02157225,0.0,5.0,13.0,255.0,255.0,255.0,97.42691227541556,117.2593223547227,157.32570393290763
Bumblebee,Bombus pascuorum,139.94107083333333,33.0,60.0,117.0,29.993715599756495,40.359122872640135,50.117064514690156,691413.0,1.0,2.1540610555555557,0.028808875,0.0,0.0,5.0,194.0,194.0,255.0,42.76275395458286,65.67562657919362,115.87385542360354
Bumblebee,Bombus pascuorum,133.48072858333333,83.0,120.0,128.0,54.23664419297986,51.80945675873624,55.82760517829164,365704.0,1.0006458953666315,1.8159937777777777,0.015237666666666667,5.0,6.0,12.0,255.0,255.0,255.0,99.60025594469845,119.98275654627787,137.95081814801043
Bumblebee,Bombus pascuorum,142.92295825,69.0,69.0,90.0,62.425271889914995,46.1858269065669,48.194033222553955,400422.0,1.0008786998571015,1.4041030277777777,0.01668425,0.0,3.0,0.0,255.0,254.0,255.0,81.74230436889081,75.7620810045402,94.96780146944973
Bumblebee,Bombus pascuorum,80.547651,52.0,64.0,96.0,59.05124579682731,54.54797199859719,60.99285567103437,340292.0,1.0000559587856808,1.2363439444444444,0.014178833333333333,0.0,0.0,4.0,255.0,255.0,255.0,73.02051767305726,79.07836505119133,109.49046994933762
Bumblebee,Bombus pascuorum,121.73148016666667,75.0,90.0,120.0,49.089152147843436,49.739734095311356,55.85280406158103,703632.0,1.0007639543630202,2.8819079444444444,0.029318,0.0,0.0,13.0,255.0,255.0,255.0,83.14025086977284,91.61228312527003,120.14220075266617
Bumblebee,Bombus pascuorum,108.79134583333334,92.0,113.0,142.0,49.82639663956045,51.97469265809577,57.01993331086321,799461.0,1.0,3.776777902777778,0.033310875,0.0,0.0,1.0,255.0,255.0,255.0,94.96329026681727,109.03438441650061,136.1415053392223
Bee & Bumblebee,Bombus hortorum & Megachile centuncularis,173.1565785,,,,,,,0.0,,109.58499958333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Butterfly,Pieris rapae,147.87139458333334,198.0,182.0,195.0,76.83178541205396,73.43644799634131,69.89839813035009,189519.0,1.0,1.3028583055555556,0.007896625,9.0,2.0,13.0,255.0,255.0,255.0,165.43121797814467,162.11003646072425,167.42652187907282
Bumblebee,Bombus pascuorum,88.05580825,45.0,62.0,81.0,38.91162326721919,43.55084321842729,47.47065177792757,370411.0,1.0012563590957595,1.065510888888889,0.015433791666666667,0.0,3.0,3.0,157.0,182.0,205.0,56.903931038765045,68.39214008223298,81.81652542716064
Bee,Megachile centuncularis,132.2082325,111.0,77.0,122.0,64.22426213866069,45.015250931471044,57.544007292602394,907013.0,1.0004647592690603,3.7151705555555554,0.037792208333333334,0.0,0.0,10.0,255.0,251.0,255.0,106.80425638882794,75.77551479416502,112.33582539610788
Bee,Megachile centuncularis,165.40657816666666,54.0,51.0,76.0,49.250928750931436,35.75178268175277,43.57216240457272,434733.0,1.0,1.2577221666666667,0.018113875,0.0,0.0,2.0,230.0,191.0,212.0,69.70647960932342,57.68113301727727,80.91494549528102
Bee,Megachile centuncularis,164.68223383333333,66.0,53.0,81.0,47.750848421754625,33.86661800995819,39.78626514653837,530730.0,1.0,1.5352460277777777,0.02211375,0.0,0.0,5.0,236.0,187.0,219.0,71.92585118610216,57.24623066342585,79.10277353833399
Bee,Megachile centuncularis,139.28528691666668,98.0,69.0,110.0,63.65149879609942,48.018417454273596,59.9329717048862,783879.0,1.0,3.079599763888889,0.032661625,5.0,0.0,7.0,255.0,255.0,255.0,104.92131948935996,73.118474917685,104.82424838527375
Bee,Apis mellifera,175.81857616666667,91.0,63.0,123.0,57.8106189730895,32.47926382437318,46.47936707293548,505839.0,1.0010472879443764,2.0364464444444446,0.021076625,10.0,0.0,13.0,255.0,219.0,245.0,102.70735747935608,66.45348816520672,120.70241914917592
Bee,Apis mellifera,128.15638475,118.0,84.0,145.0,53.076441551312655,37.188716491036914,49.04036432687942,422790.0,1.0004138595764565,1.9968354027777777,0.01761625,5.0,0.0,6.0,255.0,223.0,251.0,119.9986092386291,84.16683459873695,135.89025520944205
Bee,Apis mellifera,120.641575,99.0,83.0,126.0,43.7675138812848,31.52159977618827,41.20320942737572,637155.0,1.0,2.742187375,0.026548125,10.0,7.0,12.0,255.0,205.0,241.0,101.20818482158973,84.9378581349907,123.72752156068775
Bee,Megachile centuncularis,142.254707,95.0,91.0,106.0,47.84194112982393,43.821320458599416,47.749852452483076,819729.0,1.0,3.291194791666667,0.034155375,5.0,0.0,8.0,255.0,222.0,237.0,100.83108319944762,86.93733904741688,101.31007198720553
Bee,Anthidium,101.59548991666666,97.0,107.0,119.0,36.02704334672273,42.93109882120168,44.098509096611764,297624.0,1.001380975827512,1.3666590555555556,0.012401,0.0,3.0,8.0,236.0,235.0,255.0,94.13716299760772,111.12306467220385,125.35642958901164
Bee,Anthidium,144.14178116666668,92.0,99.0,108.0,48.03639777655093,54.096165909390585,54.0507910493339,325168.0,1.00095088161632,1.470559236111111,0.013548666666666667,1.0,7.0,12.0,255.0,253.0,255.0,96.46914518033755,108.23168023913792,120.91628635044039
Bee,Anthidium,137.1974005,89.0,85.0,102.0,42.492504353774116,47.961633187567195,52.84977647707109,381155.0,1.0,1.594134263888889,0.015881458333333334,6.0,3.0,6.0,247.0,241.0,249.0,95.96625257441198,95.9410764649552,109.22388267240362
Bumblebee,Bombus pascuorum,146.29745191666666,76.0,116.0,151.0,56.791613515203025,48.49947265253954,52.59988447096108,460998.0,1.0014797246254035,2.3686013055555555,0.01920825,0.0,0.0,10.0,255.0,255.0,255.0,92.55566618510275,123.15572735673473,154.22360400695882
Bumblebee,Bombus pascuorum,156.38120116666667,71.0,104.0,133.0,49.365852827838815,51.690273944250464,56.912411232711555,594144.0,1.0000332517657535,2.806196986111111,0.024756,0.0,0.0,5.0,255.0,255.0,255.0,84.43932783971563,113.20177263424355,142.42154932137663
Hover fly,Eristalis,122.6372315,54.0,83.0,119.0,45.55320887794916,51.90278780544835,49.58754837999827,312779.0,1.0009846478951645,1.1852459722222222,0.013032458333333333,0.0,5.0,9.0,255.0,255.0,255.0,63.858932345202206,90.71182208524229,118.26632862180645
Bumblebee,Bombus hortorum,111.10174433333333,21.0,35.0,59.0,43.27647526951161,42.66623051590616,52.37043357592307,511747.0,1.0013298562959945,1.0769861388888888,0.021322791666666667,0.0,0.0,0.0,255.0,255.0,255.0,36.2142933910702,46.79159232980359,68.52016523790076
Bumblebee,Bombus pascuorum,104.12011541666666,74.0,115.0,148.0,57.95059765193144,46.79927669307449,55.37127803371359,501309.0,1.0,2.6016469583333333,0.020887875,0.0,0.0,17.0,255.0,255.0,255.0,93.07091634101921,123.72046582048198,156.86754077824256
Bee,Apis mellifera,118.17403075,82.0,104.0,119.0,49.39329035673529,45.808230111257465,51.28228649027852,309561.0,1.0007529931956718,1.3386138055555556,0.012898375,0.0,3.0,7.0,255.0,255.0,255.0,85.13152496600024,101.94294500922274,124.27028598563773
Bee,Apis mellifera,99.63183533333333,73.0,110.0,124.0,39.13203796858119,42.890925048265515,47.10593034280812,538659.0,1.0,2.3589215694444445,0.022444125,0.0,5.0,12.0,255.0,255.0,255.0,76.48594379746741,107.77538665463679,131.04455508958358
Hover fly,Eristalis,104.412548,98.0,99.0,121.0,55.2489295786099,49.64671091695158,54.561150801404224,724155.0,1.0,3.5672528333333333,0.030173125,4.0,6.0,12.0,255.0,255.0,255.0,110.54690087066996,111.19901126140122,132.9325807320256
Hover fly,Eristalis,125.689658,84.0,103.0,109.0,50.12022245129273,47.27074506074641,48.630513919866445,663454.0,1.0005063469291977,2.841783625,0.027643916666666667,0.0,0.0,5.0,255.0,255.0,255.0,92.26676906010063,102.58855173079068,113.54348455205636
Bumblebee,Bombus hortorum,134.26648291666666,53.0,62.0,89.0,52.9240038485131,51.99642092177469,57.331137640340444,578166.0,1.0001236309043393,1.7809018611111112,0.02409025,0.0,1.0,1.0,255.0,237.0,252.0,62.46699563793098,70.75316950495187,88.55858698020984
Bumblebee,Bombus pascuorum,145.48947425,68.0,93.0,117.0,50.34259664829479,40.264976891487315,47.45338832348631,643731.0,1.001112549292507,2.7440794444444445,0.026822125,0.0,10.0,14.0,255.0,255.0,255.0,81.6183079578271,98.99759371538732,126.30378993710106
Bumblebee,Bombus hortorum,127.5503255,82.0,101.0,114.0,68.28180926493299,67.79240768397223,70.22941507206464,404459.0,1.118033988749895,1.7369289166666666,0.016852458333333334,0.0,0.0,3.0,255.0,255.0,255.0,90.01346984490394,104.61818874100959,114.56873502629438
Wasp,Isodontia mexicana,116.61712066666666,77.0,66.0,76.0,51.00899925582958,43.738067997227205,49.06524767486088,360093.0,1.000060281164358,1.2267861527777777,0.015003875,5.0,5.0,7.0,255.0,237.0,255.0,87.82356224641967,73.53891633550222,83.9313843923653
Bee,Anthidium,108.68793633333334,87.0,97.0,106.0,46.20760486259837,52.1382840698059,53.88855382552581,300579.0,1.0,1.3224831805555555,0.012524125,0.0,0.0,3.0,255.0,255.0,255.0,95.44573972233589,106.11590962775178,115.22291976485383
Bee,Anthidium,116.60146583333334,141.0,145.0,159.0,54.2850059875553,56.11791951446509,58.44350436674478,337971.0,1.0,2.035609638888889,0.014082125,0.0,0.0,2.0,255.0,255.0,255.0,141.6243494264301,140.13267706400845,151.9011690352131
Bumblebee,Bombus pascuorum,89.184991,132.0,145.0,164.0,56.8190673539043,43.478091808614515,44.82998751204414,585962.0,1.001511335299907,3.540808888888889,0.024415083333333334,0.0,17.0,32.0,255.0,249.0,255.0,132.03773282226493,140.52751884934517,162.51115260033927
Bee,Apis mellifera,99.14136708333334,123.0,128.0,139.0,47.29543120133827,41.266285610924655,44.3480263047772,569286.0,1.0,3.0374466805555556,0.02372025,7.0,7.0,13.0,255.0,234.0,255.0,123.3544703365268,122.6260947924242,138.17811960947574
Bee,Apis mellifera,91.03422891666666,77.0,105.0,96.0,54.04012456724799,36.50469574630234,55.64758822542774,569286.0,1.0,2.5357547916666667,0.02372025,17.0,16.0,37.0,255.0,246.0,255.0,96.28874414617609,115.49670113089027,108.92215160745214
Bumblebee,Bombus pascuorum,121.13369541666667,86.0,102.0,115.0,44.89987039047562,48.08528319598543,54.337995965460784,455334.0,1.0,1.9336858888888888,0.01897225,1.0,0.0,0.0,255.0,234.0,249.0,91.09003720345945,98.01789016414324,116.6574756113095
Bee,Anthidium,161.12634291666666,72.0,80.0,105.0,52.42593008569146,53.69217130969746,57.964494398068126,254028.0,1.0,0.9971261666666666,0.0105845,0.0,3.0,4.0,255.0,245.0,255.0,82.04838443006282,89.17843702269042,111.39196072873857
Butterfly,Pieris rapae,116.49424425,238.0,233.0,235.0,49.94985961511061,43.73345308824092,45.712603267761835,896829.0,1.0007794380248058,8.05905986111111,0.037367875,33.0,26.0,22.0,255.0,255.0,255.0,218.4906922055375,213.3180996600244,215.195609196402
Butterfly,Pieris rapae,108.89192508333333,195.0,193.0,195.0,42.982658025312766,37.443487986845135,39.114181010808345,949921.0,1.0009991448324616,7.188784388888889,0.03958004166666667,27.0,31.0,30.0,255.0,255.0,255.0,185.15139574764638,178.97653173263882,180.75156881466984
Bumblebee,Bombus hortorum,105.300939,68.0,66.0,82.0,57.215326928462936,53.78975422561818,61.01365562411588,572283.0,1.0009103622816062,1.7512498333333333,0.023845125,0.0,0.0,0.0,255.0,255.0,255.0,71.69117726719124,68.84716827164183,79.78968796906426
Bee,Megachile centuncularis,124.71540608333333,48.0,71.0,75.0,35.302097931482976,44.163311253917016,45.5055958480836,282465.0,1.0000888547153697,0.8106699583333333,0.011769375,1.0,5.0,5.0,255.0,255.0,255.0,54.56003752677323,72.77605721062787,79.30273485210557
Butterfly,Polyommatus icarus,82.17206666666667,192.0,212.0,215.0,60.31601477920498,59.43778937147236,59.43228216614112,779652.0,1.0003800105324447,5.958493944444444,0.0324855,0.0,2.0,0.0,255.0,255.0,255.0,175.94637222760923,186.92376727052581,187.3901869039007
Butterfly,Polyommatus icarus,89.81171166666667,195.0,213.0,216.0,57.530081890394555,57.163366292398365,56.15907398085205,1003611.0,1.118033988749895,7.844338819444444,0.041817125,5.0,8.0,10.0,255.0,255.0,255.0,181.39798587301254,190.0207799635516,191.34150183686708
Bee,Anthidium manicatum,158.77260725,97.0,94.0,133.0,59.544587320308096,58.78779841155678,62.00546944352942,536511.0,1.000522328677447,2.7184268888888887,0.022354625,0.0,1.0,3.0,255.0,255.0,255.0,110.4971193507682,110.47514962414564,143.8417534775615
Bee,Anthidium manicatum,138.93422858333332,55.0,61.0,91.0,50.4712748649537,54.03290208585279,55.26018241158453,593223.0,1.0001277638081656,2.083352138888889,0.024717625,0.0,0.0,0.0,255.0,255.0,255.0,70.50005141405508,77.85279228890316,104.50544736127898
Bee,Anthidium manicatum,189.76403691666667,77.0,47.0,93.0,49.57126277999028,40.96563613585738,53.04125113838868,638526.0,1.0009120934209876,2.0144434305555556,0.02660525,0.0,0.0,3.0,249.0,230.0,248.0,80.84584809389125,55.406790013249264,90.89539815136737
Bee,Anthidium manicatum,92.2474755,41.0,31.0,57.0,50.80194246101842,42.63557245698494,54.46343496660053,564789.0,1.021763181955584,1.373718875,0.023532875,0.0,0.0,0.0,255.0,255.0,255.0,57.570570602472785,47.20726324344135,70.34554674400529
Bee,Anthidium manicatum,83.11410908333333,34.0,27.0,53.0,47.043149405916346,38.728491175488486,50.86940109118209,563886.0,1.0,1.2117384166666667,0.02349525,0.0,0.0,0.0,255.0,255.0,255.0,50.635617837648034,40.83867838534739,63.246987866341776
Bee,Anthidium manicatum,162.29669258333334,33.0,50.0,65.0,47.41897314178692,47.79555683165013,52.85636190449316,876462.0,1.0004113545923725,2.2359654722222224,0.03651925,0.0,0.0,0.0,255.0,255.0,255.0,49.69278645280685,60.292046888513134,73.69627776218478
Bumblebee,Bombus pascuorum,112.99381525,89.0,59.0,141.0,51.53502893457232,50.70532370575641,83.31519714229269,681041.0,1.0,2.900077958333333,0.028376708333333334,0.0,0.0,4.0,255.0,230.0,255.0,91.14109282701041,74.5688541512185,140.88776593479687
Bumblebee,Bombus lapidarius,123.48973141666667,26.0,19.0,40.0,43.6411425230682,37.040478130669534,64.62949629182482,486951.0,1.0009033480229024,0.9556670277777778,0.020289625,0.0,0.0,0.0,234.0,207.0,255.0,42.03497682518364,36.07968563572105,63.1891360732394
Bumblebee,Bombus lapidarius,91.31419383333333,59.0,66.0,97.0,40.749114213018785,41.67281630782059,54.42810172460803,878934.0,1.0,2.457389236111111,0.03662225,0.0,0.0,0.0,206.0,197.0,236.0,58.712988688570476,61.55434196424305,81.03563976362275
Hover fly,Eristalis,125.64000133333333,78.0,103.0,117.0,47.65913661763894,55.33725761934599,52.127911202542315,1656451.0,1.000219775238104,6.9701515277777775,0.06901879166666666,0.0,2.0,4.0,255.0,255.0,255.0,81.30301047238946,105.4775716275338,116.18697323373888
